,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek,id_,sum_points,web_name
259,0,0,4,0,4.9,218,75,2,0,3.3,2.2,2019-10-06T13:00:00Z,30,20,0,0,0,0,8,0,1041656,2,0,26.0,1,43785,139826,96041,79,True,0,8,218,35,Bernardo Silva
260,1,0,29,1,42.5,218,84,0,0,11.8,37.0,2019-10-19T16:30:00Z,90,7,0,0,0,0,9,0,1009503,2,0,38.0,6,-39880,61125,101005,79,False,0,9,218,41,Bernardo Silva
261,0,0,13,1,47.8,218,95,0,0,10.6,15.4,2019-10-26T11:30:00Z,90,2,0,0,0,0,10,0,1017840,0,3,43.0,3,2949,42641,39692,79,True,0,10,218,44,Bernardo Silva
262,0,0,22,0,25.1,218,107,1,0,7.7,16.8,2019-11-02T15:00:00Z,83,16,0,0,0,0,11,0,952052,1,2,35.0,2,-67300,24193,91493,79,True,0,11,218,46,Bernardo Silva
263,0,3,30,0,24.3,218,114,3,1,10.2,52.4,2019-11-10T16:30:00Z,90,10,0,0,0,0,12,0,907759,1,3,25.0,10,-46294,26270,72564,79,False,0,12,218,56,Bernardo Silva
264,0,2,29,1,0.0,47,7,0,0,2.5,25.4,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,3,709131,3,0,0.0,9,0,0,0,45,False,0,1,47,9,Ryan
265,0,0,12,0,0.0,47,13,1,0,1.9,19.4,2019-08-17T14:00:00Z,90,19,0,0,0,0,2,2,951271,1,1,0.0,2,134346,163900,29554,45,True,0,2,47,11,Ryan
266,0,0,13,0,0.0,47,23,2,0,1.5,15.0,2019-08-24T14:00:00Z,90,16,0,0,0,0,3,2,1001596,2,0,0.0,1,33451,89567,56116,46,True,0,3,47,12,Ryan
267,0,0,19,0,0.0,47,37,4,0,2.2,21.6,2019-08-31T14:00:00Z,90,11,0,0,0,0,4,2,940325,0,4,0.0,0,-62455,28369,90824,46,False,0,4,47,12,Ryan
268,0,0,8,0,0.0,47,43,1,0,0.3,2.8,2019-09-14T14:00:00Z,90,5,0,0,0,0,5,0,893926,1,1,0.0,2,-53405,14353,67758,46,True,0,5,47,14,Ryan
269,0,3,37,1,0.0,47,58,0,0,3.1,30.6,2019-09-21T16:30:00Z,90,13,0,0,0,0,6,4,862640,0,0,0.0,10,-34257,7106,41363,46,False,0,6,47,24,Ryan
270,0,1,28,0,0.0,47,63,2,0,6.5,64.8,2019-09-28T14:00:00Z,90,6,0,0,0,0,7,8,850997,0,2,0.0,4,-14954,18021,32975,46,False,0,7,47,28,Ryan
271,0,0,30,1,0.0,47,72,0,0,2.0,20.2,2019-10-05T11:30:00Z,90,17,0,0,0,0,8,3,885290,0,3,0.0,7,27635,42742,15107,46,True,0,8,47,35,Ryan
272,0,0,23,0,0.0,47,81,2,0,4.5,45.0,2019-10-19T14:00:00Z,90,2,0,0,0,0,9,6,1044848,1,2,0.0,3,142395,157047,14652,46,False,0,9,47,38,Ryan
273,0,2,27,0,0.0,47,92,2,0,3.7,37.2,2019-10-26T14:00:00Z,90,8,0,0,0,0,10,5,1075654,2,3,0.0,4,32236,44674,12438,47,True,0,10,47,42,Ryan
274,0,0,20,1,0.0,47,104,0,0,0.5,5.2,2019-11-02T15:00:00Z,90,14,0,0,0,0,11,0,1102652,0,2,0.0,6,21831,39224,17393,47,True,0,11,47,48,Ryan
275,0,3,34,0,0.0,47,115,3,0,6.1,61.0,2019-11-10T14:00:00Z,90,12,0,0,0,0,12,9,1100802,1,3,0.0,7,1190,23458,22268,47,False,0,12,47,55,Ryan
276,0,0,29,1,0.5,164,5,0,0,2.3,20.4,2019-08-11T13:00:00Z,90,20,0,0,0,0,1,0,18040,0,0,2.0,6,0,0,0,45,True,0,1,164,6,Söyüncü
277,0,0,15,0,0.5,164,14,1,0,2.7,24.2,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,32264,1,1,2.0,2,6524,10179,3655,45,False,0,2,164,8,Söyüncü
278,1,0,22,0,10.6,164,27,1,0,5.6,43.8,2019-08-24T14:00:00Z,90,15,0,0,0,0,3,0,89748,2,1,2.0,5,49556,65192,15636,45,False,0,3,164,13,Söyüncü
279,0,0,22,0,0.3,164,36,1,0,2.2,18.4,2019-08-31T14:00:00Z,90,3,0,0,0,0,4,0,214639,1,3,3.0,2,107753,130780,23027,45,True,0,4,164,15,Söyüncü
280,0,0,11,0,0.4,164,45,1,0,0.9,2.6,2019-09-14T14:00:00Z,90,12,0,0,0,0,5,0,280998,0,1,6.0,2,65660,98195,32535,45,False,0,5,164,17,Söyüncü
281,0,0,21,0,0.6,164,56,1,0,2.5,24.2,2019-09-21T11:30:00Z,90,17,0,0,0,0,6,0,313015,1,2,0.0,2,30961,50066,19105,46,True,0,6,164,19,Söyüncü
282,0,0,30,1,1.3,164,66,0,0,2.6,24.6,2019-09-29T15:30:00Z,90,13,0,0,0,0,7,0,420919,0,5,0.0,6,98861,115230,16369,46,True,0,7,164,25,Söyüncü
283,0,0,14,0,0.4,164,74,2,0,2.2,21.4,2019-10-05T14:00:00Z,90,10,0,0,0,0,8,0,446314,1,2,0.0,0,29357,46678,17321,46,False,1,8,164,25,Söyüncü
284,0,0,16,0,0.9,164,86,1,0,5.2,41.2,2019-10-19T14:00:00Z,90,5,0,0,0,0,9,0,522264,1,2,10.0,2,68502,84959,16457,47,True,0,9,164,27,Söyüncü
285,0,0,26,1,1.0,164,98,0,0,2.6,24.8,2019-10-25T19:00:00Z,90,16,0,0,0,0,10,0,543045,9,0,0.0,6,20294,32202,11908,47,False,0,10,164,33,Söyüncü
286,0,3,40,1,0.7,164,105,0,1,9.4,56.2,2019-11-03T14:00:00Z,90,7,0,0,0,0,11,0,603794,2,0,37.0,14,57180,73121,15941,47,False,1,11,164,47,Söyüncü
287,0,2,29,1,2.3,164,113,0,0,2.0,17.4,2019-11-09T17:30:00Z,90,1,0,0,0,0,12,0,744439,0,2,0.0,8,135271,144214,8943,48,True,0,12,164,55,Söyüncü
288,0,0,4,0,11.8,431,9,3,0,2.5,5.0,2019-08-11T15:30:00Z,32,12,0,0,0,0,1,0,498277,0,4,8.0,1,0,0,0,75,False,0,1,431,1,Pulisic
289,0,0,3,0,3.5,431,14,1,0,1.4,6.2,2019-08-18T15:30:00Z,70,9,0,0,0,0,2,0,546771,1,1,4.0,2,-12103,69834,81937,75,True,0,2,431,3,Pulisic
290,1,0,23,0,36.4,431,26,2,0,9.7,22.8,2019-08-24T11:30:00Z,83,14,0,0,0,0,3,0,485563,3,2,38.0,5,-72901,40337,113238,75,False,0,3,431,8,Pulisic
291,1,0,14,0,4.1,431,33,2,0,5.6,11.0,2019-08-31T14:00:00Z,90,15,0,0,0,0,4,0,500978,2,2,41.0,5,-1818,68185,70003,75,True,0,4,431,13,Pulisic
292,0,0,0,0,0.0,431,50,0,0,0.0,0.0,2019-09-14T14:00:00Z,0,20,0,0,0,0,5,0,452500,5,2,0.0,0,-54358,20415,74773,75,False,0,5,431,13,Pulisic
293,0,0,0,0,0.0,431,53,0,0,0.0,0.0,2019-09-22T15:30:00Z,0,10,0,0,0,0,6,0,350454,2,1,0.0,0,-104528,4618,109146,74,True,0,6,431,13,Pulisic
294,0,0,0,0,0.0,431,63,0,0,0.0,0.0,2019-09-28T14:00:00Z,0,4,0,0,0,0,7,0,275115,0,2,0.0,0,-79576,5288,84864,73,True,0,7,431,13,Pulisic
295,1,0,16,0,13.5,431,78,0,0,3.3,17.4,2019-10-06T13:00:00Z,10,16,0,0,0,0,8,0,226758,4,1,2.0,4,-50537,1964,52501,72,False,0,8,431,17,Pulisic
296,0,0,2,0,14.3,431,83,0,0,4.5,6.0,2019-10-19T14:00:00Z,26,13,0,0,0,0,9,0,211852,0,1,25.0,1,-17215,2389,19604,72,True,0,9,431,18,Pulisic
297,0,3,70,0,40.8,431,93,2,3,26.8,117.2,2019-10-26T16:30:00Z,90,5,0,0,0,0,10,0,206385,4,2,110.0,20,-6574,2007,8581,71,False,0,10,431,38,Pulisic
298,0,2,36,0,10.3,431,109,1,1,12.7,45.6,2019-11-02T17:30:00Z,82,18,0,0,0,0,11,0,346604,2,1,71.0,9,126336,134079,7743,72,False,0,11,431,47,Pulisic
299,0,0,24,1,38.1,431,112,0,1,18.6,48.0,2019-11-09T12:30:00Z,79,7,0,0,0,0,12,0,801573,0,2,100.0,8,416566,425067,8501,73,True,0,12,431,55,Pulisic
300,1,0,10,0,2.3,67,2,1,0,4.0,2.4,2019-08-10T14:00:00Z,89,15,0,0,0,0,1,0,1093028,1,1,35.0,5,0,0,0,80,True,0,1,67,5,Callum Wilson
301,1,0,16,0,52.1,67,12,1,0,9.0,11.4,2019-08-17T14:00:00Z,90,2,0,0,0,0,2,0,1054621,2,1,26.0,5,-79871,34773,114644,80,False,0,2,67,10,Callum Wilson
302,1,0,11,0,20.5,67,22,3,0,4.5,5.0,2019-08-25T13:00:00Z,68,11,0,0,0,0,3,0,793719,3,1,19.0,5,-266061,20971,287032,79,True,0,3,67,15,Callum Wilson
303,0,0,22,0,23.4,67,36,3,1,7.8,36.0,2019-08-31T14:00:00Z,90,9,0,0,0,0,4,0,672110,1,3,19.0,5,-132501,23034,155535,79,False,1,4,67,20,Callum Wilson
304,0,3,46,0,1.0,67,42,1,2,12.1,65.8,2019-09-15T13:00:00Z,90,8,0,0,0,0,5,0,630779,1,3,54.0,13,-48391,33715,82106,78,True,0,5,67,33,Callum Wilson
305,0,1,30,0,0.8,67,59,1,1,6.0,37.8,2019-09-20T19:00:00Z,90,16,0,0,0,0,6,0,672896,3,1,21.0,7,32689,77092,44403,78,False,0,6,67,40,Callum Wilson
306,0,0,24,0,12.3,67,62,2,1,14.3,46.6,2019-09-28T14:00:00Z,90,19,0,0,0,0,7,0,767120,2,2,84.0,6,86765,126763,39998,78,True,0,7,67,46,Callum Wilson
307,0,0,14,0,22.7,67,71,1,0,5.1,11.6,2019-10-06T13:00:00Z,90,1,0,0,0,0,8,0,812209,0,1,17.0,2,44440,85411,40971,79,False,0,8,67,48,Callum Wilson
308,0,0,6,1,14.6,67,82,0,0,3.5,3.4,2019-10-19T14:00:00Z,90,14,0,0,0,0,9,0,996294,0,0,17.0,2,168430,204048,35618,80,True,0,9,67,50,Callum Wilson
309,0,0,0,1,4.4,67,99,0,0,0.7,0.8,2019-10-26T14:00:00Z,73,18,0,0,0,0,10,0,990571,0,0,2.0,1,-419,48387,48806,80,False,1,10,67,51,Callum Wilson
310,0,0,-1,1,22.3,67,103,0,0,4.4,9.2,2019-11-02T12:30:00Z,90,12,0,0,0,0,11,0,804233,0,1,12.0,1,-183486,18143,201629,79,True,1,11,67,52,Callum Wilson
311,0,0,2,0,2.5,67,116,2,0,3.3,0.4,2019-11-09T15:00:00Z,90,13,0,0,0,0,12,0,698323,1,2,30.0,2,-108818,13018,121836,78,False,0,12,67,54,Callum Wilson
312,0,0,23,1,16.7,161,5,0,0,3.1,5.2,2019-08-11T13:00:00Z,90,20,0,0,0,0,1,0,315266,0,0,9.0,6,0,0,0,55,True,0,1,161,6,Chilwell
313,0,0,0,0,0.0,161,14,0,0,0.0,0.0,2019-08-18T15:30:00Z,0,6,0,0,0,0,2,0,335869,1,1,0.0,0,-8749,11672,20421,55,False,0,2,161,6,Chilwell
314,0,0,0,0,0.0,161,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,15,0,0,0,0,3,0,272129,2,1,0.0,0,-64474,5258,69732,55,False,0,3,161,6,Chilwell
315,1,0,20,0,25.6,161,36,1,0,5.2,26.2,2019-08-31T14:00:00Z,90,3,0,0,0,0,4,0,231126,1,3,0.0,5,-43551,2577,46128,54,True,0,4,161,11,Chilwell
316,0,0,6,0,4.5,161,45,1,0,2.6,12.8,2019-09-14T14:00:00Z,90,12,0,0,0,0,5,0,251028,0,1,9.0,1,11774,24559,12785,54,False,1,5,161,12,Chilwell
